 ,id,team,inven_sortingindex,name,level,sortorder,"ad type
1=new
2=hot
3=new+hot
4=event
5=event+new
6=event+hot
7=event+hot+new",ImageName,"main product
0=첫번째
1
2
3","BuyerType
0=개인
1=클랜
공백=값을 사용 안함 (값이 있을경우 최우선적용,item.csv에 없는 아이템일경우  값기입필수)",사용,FabExtraItemID(제조비법있는 상품일경우),shop type
20217,673,0,,FabExtraJanus9Set,,,,FabExtraJanus9Set,,0,,7030,
20216,187,0,,FabExtraSl8Set,,,,FabExtraSl8Set,,0,,7052,
20215,579,0,,FabExtraTknifeSet,,,,FabExtraTknifeSet,,0,,7051,
20214,,0,,VnMdecoder50set,,,,VnMdecoder50set,,0,,,
20213,778,1,,VnMan,,,,VnMan,,0,,,
20212,777,2,,VnGirlSet,,,,VnGirl,,0,,,
20211,764,0,,FabExtrathanatos11set_mdecoder50,,,,FabExtrathanatos11set_mdecoder50,,0,,7024,
20210,,0,,mdecoder100set,,,,mdecoder100set,,0,,,
20209,307,0,,FabExtradbarrelset_mdecoder50,,,,FabExtradbarrelset_mdecoder50,,0,,7046,
20208,307,0,,FabExtradbarrelset,,,,FabExtradbarrelset,,0,,7046,
20207,684,0,,FabExtraJanus11set_mdecoder50,,,,FabExtraJanus11set_mdecoder50,,0,,7038,
20206,684,0,,FabExtraJanus11set,,,,FabExtraJanus11set,,0,,7038,
20205,437,0,,FabExtraskull11set_mdecoder50,,,,FabExtraskull11set_mdecoder50,,0,,7045,
20204,437,0,,FabExtraskull11set,,,,FabExtraskull11set,,0,,7045,
20203,554,0,,FabExtrabalrog11set_mdecoder50,,,,FabExtrabalrog11set_mdecoder50,,0,,7044,
20202,554,0,,FabExtrabalrog11set,,,,FabExtrabalrog11set,,0,,7044,
20201,608,0,,fabextram2set,,,,fabextram2set,,0,,7016,
20200,337,0,,fabextrawa2000set,,,,fabextrawa2000set,,0,,7042,
20199,768,0,,Fabextram950enhadv50pset,,,,Fabextram950enhadv50pset,,0,,7040,
20198,768,0,,FabExtram950set,,,,FabExtram950set,,0,,7040,
20197,767,0,,FabExtragatlingmset,,,,FabExtragatlingmset,,0,,7029,
20196,766,0,,FabExtrasfsnipermset,,,,FabExtrasfsnipermset,,0,,7028,
20195,363,0,,fabextraskull9set,,,,fabextraskull9set,,0,,7027,
20194,764,0,,fabextrathanatos11set,,,,fabextrathanatos11set,,0,,7024,
20193,585,0,,FabExtraarx160set,,,,FabExtraarx160set,,0,,7019,
20192,345,0,,FabExtraKATANAset,,,,FabExtraKATANAset,,0,,7005,
20191,242,0,,FabExtraInfinityset,,,,FabExtraInfinityset,,0,,7004,
20190,148,0,,FabExtramg3set,,,,FabExtramg3set,,0,,7003,
20189,385,0,,FabExtraas50set,,,,FabExtraas50set,,0,,7002,
20188,,0,,fabandmax6,0,,,fabandmax6,,0,,,
20187,,0,,fabandmax5,0,,,fabandmax5,,0,,,
20186,,0,,fabandmax4,0,,,fabandmax4,,0,,,
20185,,0,,fabandmax3,0,,,fabandmax3,,0,,,
20184,,0,,fabandmax2,0,,,fabandmax2,,0,,,
20183,,0,,fabandmax1,0,,,fabandmax1,,0,,,
20182,764,0,,fabextrathanatos11decoderbox50pset,,,,fabextrathanatos11decoderbox50pset,,0,,7024,
20181,363,0,,fabextra10skull9decoder50pset,,,,fabextra10skull9decoder50pset,,0,,7027,
20180,,0,,soizimdecoderbox50p,,,,soizimdecoderbox50p,,0,,,
20179,753,0,,fabextrarpg7enhadv50pset,,,,fabextrarpg7enhadv50pset,,0,,7010,
20178,753,0,,fabextrarpg7set,,,,fabextrarpg7set,,0,,7010,
20177,752,0,,fabextrathanatos7set,,,,fabextrathanatos7set,,0,,7001,
20176,,0,,ozwpnset,,,3,ozwpnset,,0,,,
20175,,0,,cannonmchainsawmdecoderbox50p,,,,cannonmchainsawmdecoderbox50p,,0,,,
20174,,0,,grozaenhadv50p,,,,grozaenhadv50p,,0,,,
20173,,0,,gilboaas50key4,,,,gilboaas50key4,,0,,,
20172,,0,,decoder10pBonus5p,,,,decoder10pBonus5p,,0,,,
20171,,0,,giantsetdecoderbox50p,,,,giantsetdecoderbox50p,,0,,,
20170,,0,,monkeywpnsetdecoderbox50p,,,,monkeywpnsetdecoderbox50p,,0,,,
20169,,0,,skull7uts15,0,,,skull7uts15,,0,,,
20168,,0,,war2setbdecoderbox50p,,,,war2setbdecoderbox50p,,0,,,
20167,,0,,katanadecoderbox50p,,,,katanadecoderbox50p,,0,,,
20166,,0,,minorset,,,,minorset,,0,,,
20165,,0,,war2seta,,,,war2seta,,0,,,
20164,,0,,janus39set,,,,janus39set,,0,,,
20163,,0,,meisterset,0,,,meisterset,0,0,,,
20162,,0,,waterpistoldecoderbox50p,,,,waterpistoldecoderbox50p,,0,,,
20161,,0,,petrolboomerdecoderbox100p,,,,petrolboomerdecoderbox100p,,0,,,
20160,,0,,janus7decoderbox100p,,,,janus7decoderbox100p,,0,,,
20159,,0,,janus1decoderbox100p,,,,janus1decoderbox100p,,0,,,
20158,,0,,m2enhadv50p,,,,m2enhadv50p,,0,,,
20157,,0,,fabplancsfabendumaxper,,,,fabplancsfabendumaxper,,0,,,
20156,,0,,monkeywpnsetkey,0,,,monkeywpnsetkey,,0,,,
20155,,0,,z4setadecoderbox100p,0,,,z4setadecoderbox100p,,0,,,
20154,,0,40,z4seta,0,187,2,z4seta,,0,,,
20153,,0,,janus9couponenhadv100pset,0,,,janus9couponenhadv100pset,0,0,,,
20152,,0,,janus5enhadv100p,0,,,janus5enhadv100p,0,0,,,
20151,,0,,zshpackage,0,,,,0,0,,,
20150,,0,,choipirate2decoderbox50p,0,,,choipirate2decoderbox50p,0,0,,,
20149,,0,,balrog11decoderbox100p,0,,,balrog11decoderbox100p,0,0,,,
20148,,0,,m2skull3set,0,,,m2skull3set,0,0,,,
20147,,0,,arx160enhadv50p,0,,,arx160enhadv50p,0,0,,,
20146,,0,,skull9at4exenhadv100p,0,,,skull9at4exenhadv100p,0,0,,,
20145,,0,,m1887xmasdecoderbox50p,0,,,m1887xmasdecoderbox50p,0,0,,,
20144,,0,,tknifedecoderbox50p,0,,3,tknifedecoderbox50p,0,0,,,
20143,,0,,janus1enhadv100pset,0,,,janus1enhadv100pset,0,0,,,
20142,,0,,tomahawkdecoderbox50p,0,,,tomahawkdecoderbox50p,0,0,,,
20141,,0,,janus7key3,0,,,janus7key3,0,0,,,
20140,,0,,mercenarysetbonus,0,,,mercenarysetbonus,0,0,,,
20139,,0,,balrog3enhadv100p,0,,,balrog3enhadv100p,0,0,,,
20138,,0,,g11enhadv100p,0,,3,g11enhadv100p,0,0,,,
20137,,0,,janusmk5m32decoderbox50p,0,,,janusmk5m32decoderbox50p,0,0,,,
20136,,0,,m32decoderbox50p,0,,,m32decoderbox50p,0,0,,,
20135,,0,,janusmk5decoderbox50p,0,,,janusmk5decoderbox50p,0,0,,,
20134,,0,,yurialice2,0,,,yurialice2,0,0,,,
20133,,0,,balrog1arx160,0,,,balrog1arx160,0,0,,,
20132,,0,,skull116coupon,0,,,skull116coupon,0,0,,,
20131,,0,,watercannondecoderbox50p,0,,,watercannondecoderbox50p,0,0,,,
20130,,0,,skull8decoderbox50p,0,,,skull8decoderbox50p,,0,,,
20129,,0,,mg3enhadv50p,0,,3,mg3enhadv50p,0,0,,,
20128,,0,,lowcashset01,0,,,lowcashset01,0,0,,,
20127,,0,,balrog911set,0,,,balrog911set,0,0,,,
20126,,0,,balrog11zbsset01,0,,,balrog11zbsset01,0,0,,,
20125,,0,,skull134Bonus,0,,,skull134Bonus,0,0,,,
20124,,0,,skull4enhadv100p,0,,3,skull4enhadv100p,0,0,,,
20123,,,,zombiedskinsale,,,,zombiedskinsale,0,0,,,
20122,,0,,cosspeed1set01,0,,,cosspeed1set01,,0,,,
20121,,0,,balrog3decoderbox50p,0,,,balrog3decoderbox50p,,0,,,
20120,,0,,balrog35decoderbox50pkey2,0,,,balrog35decoderbox50pkey2,,0,,,
20118,532,0,,balrog3zbsset01,0,,,balrog3zbsset01,,0,,,
20117,,0,,skull7uts15key2,0,,,skull7uts15key2,,0,,,
20116,,0,,g11qbb95exset,0,,,g11qbb95exset,,0,,,
20115,,,,balrog1decoderbox50p,,,,balrog1decoderbox50p,,0,,,
20114,511,,,alice2cosalice2head,,,,alice2,,,,,
20113,,0,,skull5yuri2alice2cosalice2headset,0,,,skull5yuri2alice2cosalice2headset,,0,,,
20112,,0,,kingcobraanacondaEnhAdv100pset,0,,,kingcobraanacondaEnhAdv100pset,,0,,,
20111,,0,,zgunset01,0,,,zgunset01,,0,,,
20110,5204,,,EnhAdv100pset,0,,3,EnhAdv,,0,,,
20109,,0,,mg36m95mg3m134xmas,0,,,mg36m95mg3m134xmas,,0,,,
20108,,0,,skull11bonus,0,,,skull11bonus,,0,,,
20107,,0,,balrog9zbsset01,0,,,balrog9zbsset01,,0,,,
20106,,0,,balrog7zbsset02,0,,,balrog7zbsset02,,0,,,
20105,,0,,balrog7uts15bighead,0,,,balrog7uts15bighead,,0,,,
20104,,0,,boxdecoder,0,,3,boxdecoder,2,0,,,
20103,,0,,m82enhadv50p,0,,,m82enhadv50p,,0,,,
20102,,0,,balrog5decoderbox50p,0,,,balrog5decoderbox50p,,0,,,
20101,,0,,kingcobraanaconda,0,,,kingcobraanaconda,,0,,,
20100,,0,,zgunset01key2,0,,,zgunset01key2,,0,,,
20099,,0,,wa2000enhadv50p,0,,,wa2000enhadv50p,,0,,,
20098,,0,,balrog7decoderbox50p,0,,,balrog7decoderbox50p,,0,,,
20097,,0,,m32eventset,0,,,m32eventset,,0,,,
20096,,0,,boomerresidentset,0,,,boomerresidentset,,0,,,
20095,,0,,m95enhadv50p,0,,,m95enhadv50p,,0,,,
20094,,0,,mk48enhadv50p,0,,,mk48enhadv50p,,0,,,
20093,,0,,Skull1Bonus,0,,,Skull1Bonus,,0,,,
20092,,0,,Skull3Bonus,0,,,Skull3Bonus,,0,,,
20091,,0,,Skull11EnhAdv100p,0,,3,Skull11EnhAdv100p,,0,,,
20090,,0,,PKMEnhAdv50p,0,,,PKMEnhAdv50p,,0,,,
20089,,0,,M14EBREnhAdv50p,0,,3,M14EBREnhAdv50p,,0,,,
20088,,1,,PirateSetBonus,0,,,PirateSetBonus,0,0,,,
20087,,0,,M79MK48Set,0,,,M79MK48Set,0,0,,,
20086,,0,,AS50EnhAdv100p,0,,3,AS50EnhAdv100p,0,0,,,
20085,,0,,KSG12EnhAdv100p,0,,,KSG12EnhAdv100p,0,0,,,
20084,,0,,Skull9DecoderBox50p,0,,,Skull9DecoderBox50p,0,0,,,
20083,,0,,Skull7DecoderBox50p,0,,,Skull7DecoderBox50p,0,0,,,
20082,,0,,Skull3DecoderBox50p,2,,,Skull3DecoderBox50p,0,0,,,
20081,,0,,NataJenniAdven100P,0,,,NataJenniAdven100P,0,0,,,
20080,425,0,,JenniferNatasha2,0,,,JenniferNatasha2,0,0,,,
20079,,0,,advenhkeyset,0,,,advenhkeyset,0,0,,,
20078,,0,,mg3M134XmasKey,0,,,mg3M134XmasKey,0,0,,,
20077,,2,,MarineSet,0,,,MarineSet,0,0,,,
20076,,0,,WA2000DecoderSet50p,0,,,WA2000DecoderSet50p,0,0,,,
20075,,0,,MarineDecoderSet50p,0,,,MarineDecoderSet50p,0,0,,,
20074,414,0,,PKMDecoderSet50p,0,,,PKMDecoderSet50p,0,0,,,
20073,,0,,Skull19Decoder,0,,,Skull19Decoder,0,0,,,
20072,,0,,Skull17Decoder,0,,,Skull17Decoder,0,0,,,
20071,,,,Skull1DecoderSet,,,,Skull1DecoderSet,0,0,,,
20070,,0,,UpgradeSet01,0,,,UpgradeSet01,0,0,,,
20069,,0,,DecoderBox50p,0,,,DecoderBox50p,0,0,,,
20068,,0,,M134DecoderBox50p,0,,,M134DecoderBox50p,0,0,,,
20067,,0,,blairfernando,0,,,blairfernando,0,0,,,
20066,393,1,36,BlairSet,0,331,2,BlairSet,0,0,,,
20065,392,2,36,FernandoSet,0,330,2,FernandoSet,0,0,,,
20064,,0,,ZombieLnoWeapon,0,,,ZombieLnoWeapon,0,0,,,
20063,,0,,ZombieDIKBonus,0,,,ZombieDIKBonus,0,0,,,
20062,,0,,KSetSalamander,0,,,KSetSalamander,0,0,,,
20061,,0,,ZombieKnoWeapon,0,,,ZombieKnoWeapon,0,0,,,
20060,,0,,CartSet02,0,,,CartSet02,0,0,,,
20059,,0,,HK23KeyDecoder,0,,,HK23KeyDecoder,0,0,,,
20058,,0,,KeyDecoder,0,,,KeyDecoder,0,0,,,
20057,,0,36,SpadeHunter,0,384,2,SpadeHunter,0,0,,,
20056,,0,,M14DecoderSet,0,,,M14DecoderSet,0,0,,,
20055,,0,,LugerThompsonSet,0,,,LugerThompsonSet,0,0,,,
20054,,0,,QBB95EXDecoderSet,0,,,QBB95EXDecoderSet,0,0,,,
20053,,0,,M1887DecoderSet,0,,,M1887DecoderSet,0,0,,,
20052,,0,,Skull79Set,0,,,Skull79Set,0,0,,,
20051,,0,36,ma_alice,0,385,2,ma_alice,0,0,,,
20050,,0,,AliceDecoderSet,0,,,AliceDecoderSet,0,0,,,
20049,,0,,M24DecoderSet,0,,,M24DecoderSet,0,0,,,
20048,,0,,ZombieABCHnoWeapon,0,,,ZombieABCHnoWeapon,0,0,,,
20047,,0,,ZombieDEGInoWeapon,0,,,ZombieDEGInoWeapon,0,0,,,
20046,,0,,ZombieJnoWeapon,0,,,ZombieJnoWeapon,0,0,,,
20045,,0,,XmasSet01,0,,,XmasSet01,0,0,,,
20044,,0,,InfinityDecoderSet,0,,,InfinityDecoderSet,0,0,,,
20043,,0,,CombatDecoderSet,0,,,CombatDecoderSet,0,0,,,
20042,,0,,DragonSet,0,,,DragonSet,0,0,,,
20041,,0,,NationaldaySet,0,,,NationaldaySet,0,0,,,
20040,,0,,ChoosukSet,0,,,ChoosukSet,0,0,,,
20039,,0,,WA2000Bonus,0,,,WA2000Bonus,0,0,,,
20038,,0,,LocalGirlSet01,0,,,LocalGirlSet01,0,0,,,
20037,,0,,CartSet01,0,,,CartSet01,0,0,,,
20036,,0,,scWSet,0,,,scWSet,0,0,,,
20035,,0,,ZombieInoWeapon,0,,,,0,0,,,
20034,,0,,ZombieDEGbonus,0,,,ZombieDEGbonus,0,0,,,
20033,,0,,ZombieDEGnoWeapon,0,,,ZombieDEGnoWeapon,0,0,,,
20032,,0,,ZombieGnoWeapon,0,,,,0,0,,,
20031,,0,,ZombieFnoWeapon,0,,,,0,0,,,
20030,,0,,ZombieEnoWeapon,0,,,,0,0,,,
20029,,0,,ZombieDnoWeapon,0,,,,0,0,,,
20028,,0,,ZombieCnoWeapon,0,,,,0,0,,,
20027,,0,,ChoiJiYoonRitsuka,0,,,ChoiJiYoonRitsuka,0,0,,,
20026,,0,,JenniferNatasha,0,,,JenniferNatasha,,0,,,
20025,,0,,FakeSet03,0,,,,,0,,,
20024,,0,,FakeSet02,0,,,,,0,,,
20023,,0,,FakeSet01,0,,,,,0,,,
20022,,0,,RookieSet,0,,,,,0,,,
20021,,0,,CTSet,0,,,,,0,,,
20020,,0,,TSet,0,,,,,0,,,
20014,,0,,AllCashWeaponSet,0,,,,,0,,,
20013,,0,,AllWeaponOBTSet,0,,,,,0,,,
20012,,0,,AllWeaponClassicSet,0,,,,,0,,,
20011,,0,,WorldBestSet,0,,,,,0,,,
20010,,0,,BestRifleSet,0,,,,,0,,,
20009,,0,,MGSet,0,,,,,0,,,
20008,,0,,PistolSet,0,,,,,0,,,
20007,,0,,ShortRangeSet,0,,,,,0,,,
20006,,0,,ShotgunSet,0,,,,,0,,,
20005,,0,,VariableSet,0,,,,,0,,,
20004,,0,,AssaultRifleSet,0,,,,,0,,,
20003,,0,,SniperSet,0,,,,,0,,,
20002,,0,,FastAttackSet,0,,,,,0,,,
20001,,0,,SpeacialSet,0,,,,,0,,,
20000,,0,,SMGSet,0,,,,,0,,,
10023,292,,,TextH04Bonus,,,,TextH04Bonus,,,,,
10022,296,,,TextL04Bonus,,,,TextL04Bonus,,,,,
10021,229,,,CSOCHNTEXT04Point,,,,CSOCHNTEXT04Point,,,,,
10020,228,,,CSOCHNTEXT03Point,,,,CSOCHNTEXT03Point,,,,,
10019,,0,,Bonuspoint50000,0,,,Bonuspoint10000,,0,,,
10018,,0,,Bonuspoint20000,0,,,Bonuspoint10000,,0,,,
10017,57,2,,Gsdefence,0,,,sdefence,,,,,
10016,55,2,,Gsozo,0,,,sozo,,,,,
10015,48,1,,GJRA,0,,,JRA,,,,,
10014,47,1,,GETA,0,,,ETA,,,,,
10013,,0,,GBonuspoint1000000,0,,,Bonuspoint10000,,0,,,
10012,,0,,GBonuspoint500000,0,,,Bonuspoint10000,,0,,,
10011,,0,,GBonuspoint100000,0,,,Bonuspoint10000,,0,,,
10010,,0,,GBonuspoint50000,0,,,Bonuspoint10000,,0,,,
10009,,0,,Bonuspoint200000,0,,,Bonuspoint10000,,0,,,
10008,,0,,Bonuspoint1000,0,,,Bonuspoint10000,,0,,,
10007,,0,,Bonuspoint500,0,,,Bonuspoint10000,,0,,,
10006,,0,,Bonuspoint300,0,,,Bonuspoint10000,,0,,,
10005,,0,,Bonuspoint100,0,,,Bonuspoint10000,,0,,,
10004,,0,,Bonuspoint5000,0,,,Bonuspoint10000,,0,,,
10003,,0,,Bonuspoint10000,0,,,Bonuspoint10000,,0,,,
10002,,0,,Bonuspoint100000,0,,,Bonuspoint10000,,0,,,
10001,,0,,Bonuspoint30000,0,,,Bonuspoint10000,,0,,,
10000,,0,,Bonuspoint30000,0,,,Bonuspoint10000,,0,,,
9999,9999,,,,,,,,,,,,
9998,9998,,,,,,,,,,,,
9997,9997,,,,,,,,,,,,
9996,9996,,,,,,,,,,,,
9995,9995,,,,,,,,,,,,
9994,9994,,,,,,,,,,,,
9993,9993,,,,,,,,,,,,
9992,9992,,,,,,,,,,,,
9991,9991,,,,,,,,,,,,
9990,9990,,,,,,,,,,,,
9989,9989,,,,,,,,,,,,
9988,9988,,,,,,,,,,,,
9987,9987,,,,,,,,,,,,
9986,9986,,,,,,,,,,,,
9985,9985,,,,,,,,,,,,
9984,9984,,,,,,,,,,,,
9983,9983,,,,,,,,,,,,
9982,9982,,,,,,,,,,,,
9981,9981,,,,,,,,,,,,
9980,9980,,,,,,,,,,,,
9979,9979,,,,,,,,,,,,
9978,9978,,,,,,,,,,,,
9977,9977,,,,,,,,,,,,
9976,9976,,,,,,,,,,,,
9975,9975,,,,,,,,,,,,
9974,9974,,,,,,,,,,,,
9973,9973,,,,,,,,,,,,
9972,9972,,,,,,,,,,,,
9971,9971,,,,,,,,,,,,
9970,9970,,,,,,,,,,,,
9969,9969,,,,,,,,,,,,
9968,9968,,,,,,,,,,,,
9967,9967,,,,,,,,,,,,
9966,9966,,,,,,,,,,,,
9965,9965,,,,,,,,,,,,
9964,9964,,,,,,,,,,,,
9963,9963,,,,,,,,,,,,
9962,9962,,,,,,,,,,,,
9961,9961,,,,,,,,,,,,
9960,9960,,,,,,,,,,,,
9959,9959,,,,,,,,,,,,
9958,9958,,,,,,,,,,,,
9957,9957,,,,,,,,,,,,
9956,9956,,,,,,,,,,,,
9955,9955,,,,,,,,,,,,
9954,9954,,,,,,,,,,,,
9953,9953,,,,,,,,,,,,
9952,9952,,,,,,,,,,,,
9951,9951,,,,,,,,,,,,
9950,9950,,,,,,,,,,,,
9949,9949,,,,,,,,,,,,
9948,9948,,,,,,,,,,,,
9947,9947,,,,,,,,,,,,
9946,9946,,,,,,,,,,,,
9945,9945,,,,,,,,,,,,
9944,9944,,,,,,,,,,,,
9943,9943,,,,,,,,,,,,
9942,9942,,,,,,,,,,,,
9941,9941,,,,,,,,,,,,
9940,9940,,,,,,,,,,,,
9939,9939,,,,,,,,,,,,
9938,9938,,,,,,,,,,,,
9937,9937,,,,,,,,,,,,
9936,9936,,,,,,,,,,,,
9935,9935,,,,,,,,,,,,
9934,9934,,,,,,,,,,,,
9933,9933,,,,,,,,,,,,
9932,9932,,,,,,,,,,,,
9931,9931,,,,,,,,,,,,
9930,9930,,,,,,,,,,,,
9929,9929,,,,,,,,,,,,
9928,9928,,,,,,,,,,,,
9927,9927,,,,,,,,,,,,
9926,9926,,,,,,,,,,,,
9925,9925,,,,,,,,,,,,
9924,9924,,,,,,,,,,,,
9923,9923,,,,,,,,,,,,
9922,9922,,,,,,,,,,,,
9921,9921,,,,,,,,,,,,
9920,9920,,,,,,,,,,,,
9919,9919,,,,,,,,,,,,
9918,9918,,,,,,,,,,,,
9917,9917,,,,,,,,,,,,
9916,9916,,,,,,,,,,,,
9915,9915,,,,,,,,,,,,
9914,9914,,,,,,,,,,,,
9913,9913,,,,,,,,,,,,
9912,9912,,,,,,,,,,,,
9911,9911,,,,,,,,,,,,
9910,9910,,,,,,,,,,,,
9909,9909,,,,,,,,,,,,
9908,9908,,,,,,,,,,,,
9907,9907,,,,,,,,,,,,
9906,9906,,,,,,,,,,,,
9905,9905,,,,,,,,,,,,
9904,9904,,,,,,,,,,,,
9903,9903,,,,,,,,,,,,
9902,9902,,,,,,,,,,,,
9901,9901,,,,,,,,,,,,
9900,9900,,,,,,,,,,,,
9899,9899,,,,,,,,,,,,
9898,9898,,,,,,,,,,,,
9897,9897,,,,,,,,,,,,
9896,9896,,,,,,,,,,,,
9895,9895,,,,,,,,,,,,
9894,9894,,,,,,,,,,,,
9893,9893,,,,,,,,,,,,
9892,9892,,,,,,,,,,,,
9891,9891,,,,,,,,,,,,
9890,9890,,,,,,,,,,,,
9889,9889,,,,,,,,,,,,
9888,9888,,,,,,,,,,,,
9887,9887,,,,,,,,,,,,
9886,9886,,,,,,,,,,,,
9885,9885,,,,,,,,,,,,
9884,9884,,,,,,,,,,,,
9883,9883,,,,,,,,,,,,
9882,9882,,,,,,,,,,,,
9881,9881,,,,,,,,,,,,
9880,9880,,,,,,,,,,,,
9879,9879,,,,,,,,,,,,
9878,9878,,,,,,,,,,,,
9877,9877,,,,,,,,,,,,
9876,9876,,,,,,,,,,,,
9875,9875,,,,,,,,,,,,
9874,9874,,,,,,,,,,,,
9873,9873,,,,,,,,,,,,
9872,9872,,,,,,,,,,,,
9871,9871,,,,,,,,,,,,
9870,9870,,,,,,,,,,,,
9869,9869,,,,,,,,,,,,
9868,9868,,,,,,,,,,,,
9867,9867,,,,,,,,,,,,
9866,9866,,,,,,,,,,,,
9865,9865,,,,,,,,,,,,
9864,9864,,,,,,,,,,,,
9863,9863,,,,,,,,,,,,
9862,9862,,,,,,,,,,,,
9861,9861,,,,,,,,,,,,
9860,9860,,,,,,,,,,,,
9859,9859,,,,,,,,,,,,
9858,9858,,,,,,,,,,,,
9857,9857,,,,,,,,,,,,
9856,9856,,,,,,,,,,,,
9855,9855,,,,,,,,,,,,
9854,9854,,,,,,,,,,,,
9853,9853,,,,,,,,,,,,
9852,9852,,,,,,,,,,,,
9851,9851,,,,,,,,,,,,
9850,9850,,,,,,,,,,,,
9849,9849,,,,,,,,,,,,
9848,9848,,,,,,,,,,,,
9847,9847,,,,,,,,,,,,
9846,9846,,,,,,,,,,,,
9845,9845,,,,,,,,,,,,
9844,9844,,,,,,,,,,,,
9843,9843,,,,,,,,,,,,
9842,9842,,,,,,,,,,,,
9841,9841,,,,,,,,,,,,
9840,9840,,,,,,,,,,,,
9839,9839,,,,,,,,,,,,
9838,9838,,,,,,,,,,,,
9837,9837,,,,,,,,,,,,
9836,9836,,,,,,,,,,,,
9835,9835,,,,,,,,,,,,
9834,9834,,,,,,,,,,,,
9833,9833,,,,,,,,,,,,
9832,9832,,,,,,,,,,,,
9831,9831,,,,,,,,,,,,
9830,9830,,,,,,,,,,,,
9829,9829,,,,,,,,,,,,
9828,9828,,,,,,,,,,,,
9827,9827,,,,,,,,,,,,
9826,9826,,,,,,,,,,,,
9825,9825,,,,,,,,,,,,
9824,9824,,,,,,,,,,,,
9823,9823,,,,,,,,,,,,
9822,9822,,,,,,,,,,,,
9821,9821,,,,,,,,,,,,
9820,9820,,,,,,,,,,,,
9819,9819,,,,,,,,,,,,
9818,9818,,,,,,,,,,,,
9817,9817,,,,,,,,,,,,
9816,9816,,,,,,,,,,,,
9815,9815,,,,,,,,,,,,
9814,9814,,,,,,,,,,,,
9813,9813,,,,,,,,,,,,
9812,9812,,,,,,,,,,,,
9811,9811,,,,,,,,,,,,
9810,9810,,,,,,,,,,,,
9809,9809,,,,,,,,,,,,
9808,9808,,,,,,,,,,,,
9807,9807,,,,,,,,,,,,
9806,9806,,,,,,,,,,,,
9805,9805,,,,,,,,,,,,
9804,9804,,,,,,,,,,,,
9803,9803,,,,,,,,,,,,
9802,9802,,,,,,,,,,,,
9801,9801,,,,,,,,,,,,
9800,9800,,,,,,,,,,,,
9799,9799,,,,,,,,,,,,
9798,9798,,,,,,,,,,,,
9797,9797,,,,,,,,,,,,
9796,9796,,,,,,,,,,,,
9795,9795,,,,,,,,,,,,
9794,9794,,,,,,,,,,,,
9793,9793,,,,,,,,,,,,
9792,9792,,,,,,,,,,,,
9791,9791,,,,,,,,,,,,
9790,9790,,,,,,,,,,,,
9789,9789,,,,,,,,,,,,
9788,9788,,,,,,,,,,,,
9787,9787,,,,,,,,,,,,
9786,9786,,,,,,,,,,,,
9785,9785,,,,,,,,,,,,
9784,9784,,,,,,,,,,,,
9783,9783,,,,,,,,,,,,
9782,9782,,,,,,,,,,,,
9781,9781,,,,,,,,,,,,
9780,9780,,,,,,,,,,,,
9779,9779,,,,,,,,,,,,
9778,9778,,,,,,,,,,,,
9777,9777,,,,,,,,,,,,
9776,9776,,,,,,,,,,,,
9775,9775,,,,,,,,,,,,
9774,9774,,,,,,,,,,,,
9773,9773,,,,,,,,,,,,
9772,9772,,,,,,,,,,,,
9771,9771,,,,,,,,,,,,
9770,9770,,,,,,,,,,,,
9769,9769,,,,,,,,,,,,
9768,9768,,,,,,,,,,,,
9767,9767,,,,,,,,,,,,
9766,9766,,,,,,,,,,,,
9765,9765,,,,,,,,,,,,
9764,9764,,,,,,,,,,,,
9763,9763,,,,,,,,,,,,
9762,9762,,,,,,,,,,,,
9761,9761,,,,,,,,,,,,
9760,9760,,,,,,,,,,,,
9759,9759,,,,,,,,,,,,
9758,9758,,,,,,,,,,,,
9757,9757,,,,,,,,,,,,
9756,9756,,,,,,,,,,,,
9755,9755,,,,,,,,,,,,
9754,9754,,,,,,,,,,,,
9753,9753,,,,,,,,,,,,
9752,9752,,,,,,,,,,,,
9751,9751,,,,,,,,,,,,
9750,9750,,,,,,,,,,,,
9749,9749,,,,,,,,,,,,
9748,9748,,,,,,,,,,,,
9747,9747,,,,,,,,,,,,
9746,9746,,,,,,,,,,,,
9745,9745,,,,,,,,,,,,
9744,9744,,,,,,,,,,,,
9743,9743,,,,,,,,,,,,
9742,9742,,,,,,,,,,,,
9741,9741,,,,,,,,,,,,
9740,9740,,,,,,,,,,,,
9739,9739,,,,,,,,,,,,
9738,9738,,,,,,,,,,,,
9737,9737,,,,,,,,,,,,
9736,9736,,,,,,,,,,,,
9735,9735,,,,,,,,,,,,
9734,9734,,,,,,,,,,,,
9733,9733,,,,,,,,,,,,
9732,9732,,,,,,,,,,,,
9731,9731,,,,,,,,,,,,
9730,9730,,,,,,,,,,,,
9729,9729,,,,,,,,,,,,
9728,9728,,,,,,,,,,,,
9727,9727,,,,,,,,,,,,
9726,9726,,,,,,,,,,,,
9725,9725,,,,,,,,,,,,
9724,9724,,,,,,,,,,,,
9723,9723,,,,,,,,,,,,
9722,9722,,,,,,,,,,,,
9721,9721,,,,,,,,,,,,
9720,9720,,,,,,,,,,,,
9719,9719,,,,,,,,,,,,
9718,9718,,,,,,,,,,,,
9717,9717,,,,,,,,,,,,
9716,9716,,,,,,,,,,,,
